timestamp,open,close,xbtusd_daily_change,LTCZ17_daily_btc,LTCZ17_daily_usd,LTCZ17_cumulative_btc
2017-09-15 00:00:00+00:00,3856.6,3222.9,-16.43,0.0,-16.43,0.0
2017-09-17 00:00:00+00:00,3706.1,3697.0,-0.25,1.19,0.94,1.19
2017-09-18 00:00:00+00:00,3697.0,3687.1,-0.27,-7.29,-7.56,-6.1
2017-09-20 00:00:00+00:00,4110.2,3883.8,-5.51,3.16,-2.35,-2.94
2017-09-21 00:00:00+00:00,3883.8,3867.1,-0.43,-6.82,-7.25,-9.76
2017-09-22 00:00:00+00:00,3867.1,3611.0,-6.62,-7.65,-14.27,-17.41
2017-09-23 00:00:00+00:00,3611.0,3603.5,-0.21,8.79,8.58,-8.62
2017-09-25 00:00:00+00:00,3778.9,3660.4,-3.14,-4.0,-7.14,-12.62
2017-09-27 00:00:00+00:00,3925.5,3874.0,-1.31,0.07,-1.24,-12.55
2017-09-29 00:00:00+00:00,4202.5,4187.9,-0.35,-3.91,-4.26,-16.46
2017-09-30 00:00:00+00:00,4187.9,4164.8,-0.55,-0.36,-0.91,-16.82
2017-10-04 00:00:00+00:00,4388.0,4318.3,-1.59,-1.58,-3.17,-18.4
2017-10-05 00:00:00+00:00,4318.3,4213.3,-2.43,0.46,-1.97,-17.94
2017-10-11 00:00:00+00:00,4798.8,4771.7,-0.56,1.07,0.51,-16.87
2017-10-16 00:00:00+00:00,5872.1,5711.1,-2.74,3.04,0.3,-13.83
2017-10-18 00:00:00+00:00,5795.0,5600.0,-3.36,-4.51,-7.87,-18.34
2017-10-19 00:00:00+00:00,5600.0,5590.8,-0.16,1.43,1.27,-16.91
2017-10-23 00:00:00+00:00,6018.7,5986.0,-0.54,-2.78,-3.32,-19.69
2017-10-24 00:00:00+00:00,5986.0,5853.9,-2.21,-1.71,-3.92,-21.4
2017-10-25 00:00:00+00:00,5853.9,5517.4,-5.75,10.27,4.52,-11.13
2017-10-28 00:00:00+00:00,5888.4,5769.3,-2.02,3.17,1.15,-7.96
2017-10-29 00:00:00+00:00,5769.3,5727.1,-0.73,-2.21,-2.94,-10.17
2017-10-31 00:00:00+00:00,6159.3,6134.9,-0.4,0.2,-0.2,-9.97
2017-11-06 00:00:00+00:00,7393.9,7378.3,-0.21,-1.67,-1.88,-11.64
2017-11-07 00:00:00+00:00,7378.3,6960.0,-5.67,6.78,1.11,-4.86
2017-11-10 00:00:00+00:00,7465.0,7150.5,-4.21,6.81,2.6,1.95
2017-11-11 00:00:00+00:00,7150.5,6564.0,-8.2,-2.57,-10.77,-0.62
2017-11-12 00:00:00+00:00,6564.0,6345.5,-3.33,8.87,5.54,8.25
2017-11-13 00:00:00+00:00,6345.5,5846.5,-7.86,-2.23,-10.09,6.02
2017-11-18 00:00:00+00:00,7867.0,7674.0,-2.45,-1.76,-4.21,4.26
2017-11-22 00:00:00+00:00,8243.0,8098.5,-1.75,-3.29,-5.04,0.97
2017-11-24 00:00:00+00:00,8219.0,7988.5,-2.8,5.49,2.69,6.46
2017-11-30 00:00:00+00:00,9938.0,9869.5,-0.69,-8.16,-8.85,-1.7
2017-12-09 00:00:00+00:00,17427.0,16272.0,-6.63,34.62,27.99,32.92
2017-12-10 00:00:00+00:00,16272.0,14984.5,-7.91,33.94,26.03,66.86
2017-12-14 00:00:00+00:00,17236.0,16436.5,-4.64,5.99,1.35,72.85
2017-12-18 00:00:00+00:00,19547.5,19287.5,-1.33,7.9,6.57,80.75
2017-12-19 00:00:00+00:00,19287.5,19127.0,-0.83,13.93,13.1,94.68
2017-12-20 00:00:00+00:00,19127.0,17663.0,-7.65,3.4,-4.25,98.08
2017-12-21 00:00:00+00:00,17663.0,16463.0,-6.79,-6.77,-13.56,91.31
2017-12-22 00:00:00+00:00,16463.0,15775.0,-4.18,8.13,3.95,99.44
2017-12-23 00:00:00+00:00,15775.0,13763.5,-12.75,-5.61,-18.36,93.83
2017-12-25 00:00:00+00:00,14719.5,14227.5,-3.34,1.51,-1.83,95.34
2017-12-26 00:00:00+00:00,14227.5,13989.5,-1.67,-1.18,-2.85,94.16
2017-12-28 00:00:00+00:00,15833.5,15380.5,-2.86,-3.8,-6.66,90.36
2017-12-29 00:00:00+00:00,15380.5,14480.0,-5.85,1.57,-4.28,91.93
